Data,Acompanhamentos,Prato Principal,Guarnição,Salada,Sobremesa,Refresco,Extra,Nota Técnica
2020-02-05,ARROZ E FEIJÃO,Bife acebolado,Mandioquinha refogada,Mista verde,Banana,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-02-06,ARROZ E FEIJÃO,Frango assado,---,Chuchu com cenoura cozidos,Pudim de prestígio,Manga,PÃO E CAFÉ,Contém glúten no pão. Contém lactose no pudim de prestígio.
2020-02-07,ARROZ E FEIJÃO,Carne moída com legumes,---,Escarola,Pudim de prestígio,Caju,PÃO E CAFÉ,Contém glúten no pão. Contém lactose no pudim de prestígio. OBS
2020-02-10,ARROZ E FEIJÃO,Linguiça toscana assada,Cuscuz de legumes,Almeirão com beterraba,Laranja,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose. OBS
2020-02-11,ARROZ E FEIJÃO,Bife ao molho de palmito,---,Abóbora com salsa,Gelatina de cereja,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-02-12,ARROZ E FEIJÃO,Isca de frango cremosa,Batata palha,Alface com pepino,Doce de leite em barra,Limão,PÃO E CAFÉ,Contém glúten no pão e na isca de frango cremosa. Contém lactose na isca de frango cremosa e doce de leite.
2020-02-13,ARROZ E FEIJÃO,Linguiça toscana assada,Creme de milho,Acelga com rúcula,Banana,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Contém lactose no creme de ervilha.
2020-02-14,ARROZ E FEIJÃO,Frango assado,Abóbora refogada,Alface,Laranja,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-02-17,ARROZ E FEIJÃO,Carne assada ao molho madeira,Farofa agridoce,Escarola,Barra de cereal,Manga,PÃO E CAFÉ,Contém glúten no pão. Contém lactose na farofa agridoce e barra de cereal.
2020-02-18,ARROZ E FEIJÃO,Carne picada com legumes,---,Acelga,Banana,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-02-19,ARROZ E FEIJÃO,Carne moída com legumes,---,Alface,Maçã,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-02-20,ARROZ E FEIJÃO,Frango assado,Legumes refogados,Alface com rabanete,Laranja,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-02-21,ARROZ E FEIJÃO,Carne assada ao molho madeira,Chuchu refogado,Rúcula,Banana,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-02-27,ARROZ E FEIJÃO,Salsicha ao sugo,Chuchu refogado,Alface,Maçã,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-02-28,ARROZ E FEIJÃO,Carne moída com azeitona e milho,---,Alface,Banana,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-03-02,ARROZ E FEIJÃO,Sassami assado,Escarola refogada,Alface,Banana,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-03-03,ARROZ E FEIJÃO,Bife ao vinagrete quente,---,Alface,Maçã,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-03-04,ARROZ E FEIJÃO,Isca de carne com mandioca,---,Pepino,Laranja,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-03-05,ARROZ E FEIJÃO,Carne moída com abóbora,---,Alface com rúcula,Melancia,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-03-06,ARROZ E FEIJÃO,Frango assado,Quibebe,Escarola,Maçã,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-03-09,ARROZ E FEIJÃO,Isca de frango com tomate e azeitona,Chuchu refogado,Acelga,Laranja,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-03-10,ARROZ E FEIJÃO,Carne assada ao molho madeira,Polenta cremosa ao sugo,Alface com agrião,Banana,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Contém lactose na polenta cremosa.
2020-03-11,ARROZ E FEIJÃO,Carne moída à jardineira,--,Repolho liso,Cocada,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Contém lactose na cocada.
2020-03-12,ARROZ E FEIJÃO,Bife ao molho shoyo,--,"Salada de pepino, alface e escarola",Doce de leite,Caju,PÃO E CAFÉ,Contém glúten no pão. Contém lactose no doce de leite.
2020-03-13,ARROZ E FEIJÃO,Sassami assado,Abóbora refogada,Alface,Melancia,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2020-03-16,ARROZ E FEIJÃO,Quibe assado,Escarola refogada,Alface,Maçã,Abacaxi,PÃO E CAFÉ,Contém glúten no pão e no quibe assado. Não contém lactose.
2020-03-17,ARROZ E FEIJÃO,Nuggets assado,Legumes ao molho branco,Escarola,Doce de leite,Caju,PÃO E CAFÉ,"Contém glúten no pão, no nuggets e nos legumes ao molho branco. Contém lactose no nuggets, no legumes ao molho branco e no doce de leite."
2020-03-18,ARROZ E FEIJÃO,Linguiça toscana acebolada,Macarrão ao alho e óleo,Almeirão,Maçã,Limão,PÃO E CAFÉ,Contém glúten no pão e no macarrão ao alho e óleo. Não contém lactose.
2020-03-19,ARROZ E FEIJÃO,"Carne moída com azeitona, milho e cenoura ralada",Brócolis ao molho branco,Salada mista verde,Doce de leite cremoso,Manga,PÃO E CAFÉ,Contém glúten no pão e no brócolis ao molho branco. Contém lactose no brócolis ao molho branco e no doce de leite cremoso.
2020-03-20,ARROZ E FEIJÃO,Lagarto cozido ao molho madeira,Acelga refogada,Tomate,Iogurte,Caju,PÃO E CAFÉ,Contém glúten no pão. Contém lactose no iogurte.
2021-09-14,ARROZ E FEIJÃO,Pernil desfiado,Berinjela refogada,-,Doce de leite,-,PÃO E CAFÉ,Não contém glúten. Contém lactose no doce de leite.
2021-09-16,ARROZ E FEIJÃO,Bife ao molho de tomate,Quibebe,-,Cocada,-,PÃO E CAFÉ,Não contém glúten. Contém lactose na cocada.
2021-09-17,ARROZ E FEIJÃO,Isca de frango ao molho rosê,Batata palha,-,Iogurte,-,PÃO E CAFÉ,Contém glúten na batata palha. Contém lactose no iogurte.
2021-09-20,ARROZ E FEIJÃO,Bife ao molho com cenoura ralada,Polenta cremosa com couve,-,Doce de goiaba,-,PÃO E CAFÉ,Contém glúten na polenta. Contém lactose na goiabada.
2021-09-21,ARROZ E FEIJÃO,Carne moída com azeitona e tomate,Suflê de palmito,-,Banana,-,PÃO E CAFÉ,Não contém glúten. Contém lactose no suflê de palmito.
2021-09-22,ARROZ E FEIJÃO,Strogonoff de frango,Batata palha,-,Maçã,-,PÃO E CAFÉ,Contém glúten no strogonoff e na batata palha. Contém lactose no strogonoff.
2021-09-23,ARROZ E FEIJÃO,Bisteca suína acebolada,Quibebe,-,Bolinho de baunilha,-,PÃO E CAFÉ,Contém glúten no bolinho.Contém lactose no bolinho.
2021-09-24,ARROZ E FEIJÃO,Carne moída nutritiva,Polenta cremosa,-,Iogurte de morango,-,PÃO E CAFÉ,Contém glúten na polenta. Contém lactose no iogurte de morango.
2021-09-27,ARROZ E FEIJÃO,Quibe assado,Purê de batata,-,Cocada,-,PÃO E CAFÉ,Contém glúten no quibe e no purê de batata. Contém lactose na cocada e no purê de batata.
2021-09-28,ARROZ E FEIJÃO,Iscas de carne acebolada,Seleta de legumes,-,Doce goiaba,-,PÃO E CAFÉ,Não contém glúten. Contém lactose no doce goiaba.
2021-09-29,ARROZ E FEIJÃO,Paleta suína ao molho inglês,Couve refogada,-,Banana,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2021-09-30,ARROZ E FEIJÃO,Strogonoff de frango,Couve refogada,-,Maçã,-,PÃO E CAFÉ,Não contém glúten. Contém lactose no strogonoff de frango.
2021-10-01,ARROZ E FEIJÃO,Bife à pizzaiolo,Polenta cremosa,-,Iogurte sabor morango,-,PÃO E CAFÉ,Contém glúten na polenta cremosa. Contém lactose no iogurte.
2021-10-04,ARROZ E FEIJÃO,Quibe assado,Creme de ervilha com bacon,-,Doce leite,-,PÃO E CAFÉ,Contém glúten no quibe assado. Contém lactose no creme de ervilha com bacon e no doce de leite.
2021-10-05,ARROZ E FEIJÃO,Frango assado,Couve refogada,-,Maçã,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2021-10-06,ARROZ E FEIJÃO,"Pernil desfiado com tomate, palmito e azeitona",Couve refogada,-,Iogurte,-,PÃO E CAFÉ,Não contém glúten. Contém lactose no iogurte.
2021-10-07,ARROZ E FEIJÃO,"Carne moída com palmito, azeitona, milho e tomate",Polenta cremosa com queijo,-,Tangerina Murcott,-,PÃO E CAFÉ,Contém glúten na polenta cremosa com queijo. Contém lactose na polenta cremosa com queijo.
2021-10-08,ARROZ E FEIJÃO,Isca de frango ao molho rosê,Macarrão ao sugo,-,Tangerina/ Maçã,-,PÃO E CAFÉ,Contém glúten no macarrão ao sugo. contém lactose na isca de frango ao molho rosê.
2021-10-13,ARROZ E FEIJÃO,Bife ao molho de tomate,Quibebe,-,Maçã,-,PÃO E CAFÉ,Contém glúten no bife ao molho de tomate. Não contém lactose.
2021-10-14,ARROZ E FEIJÃO,Isca de frango com quiabo e tomate,Polenta cremosa com queijo,-,Bolinho de baunilha com chocolate,-,PÃO E CAFÉ,Contém glúten na polenta cremosa com queijo e no bolinho de baunilha com chocolate. Contém lactose na polenta cremosa com queijo e no bolinho de baunilha com chocolate.
2021-10-15,ARROZ E FEIJÃO,Linguiça toscana assada,Couve refogada,-,Tangerina Murcott,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2021-10-18,ARROZ E FEIJÃO,Quibe assado,Abobrinha refogada,-,Goiabada,-,PÃO E CAFÉ,Contém glúten no quibe assado. Contém lactose na goiabada.
2021-10-19,ARROZ E FEIJÃO,Frango assado,Refogado de batata e cenoura,-,Maçã,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2021-10-20,ARROZ E FEIJÃO,Paleta suína com mandioquinha,Chuchu refogado,-,Doce de leite,-,PÃO E CAFÉ,Não contém glúten. Contém lactose no doce de leite.
2021-10-21,ARROZ E FEIJÃO,Bife ao molho de azeitonas,Cenoura refogada,-,Tangerina Murcott,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2021-10-22,ARROZ E FEIJÃO,Strogonoff de frango,Batata palha,-,Maçã,-,PÃO E CAFÉ,Não contém glúten. Contém lactose no Strogonoff de frango.
2021-10-25,ARROZ E FEIJÃO,Bisteca suína acebolada,Berinjela assada,-,Goiabada,-,PÃO E CAFÉ,Não Contém glúten. Contém lactose na goiabada.
2021-10-26,ARROZ E FEIJÃO,Quibe assado,Macarronada,-,Tangerina Murcott,-,PÃO E CAFÉ,Contém glúten no quibe assado e na macarronada. Contém lactose na macarronada.
2021-10-27,ARROZ E FEIJÃO,Paleta suína ao molho inglês,Quibebe com bacon,-,Laranja,-,PÃO E CAFÉ,Não contém glúten. Contém lactose.
2021-10-28,ARROZ E FEIJÃO,Linguiça de frango,Couve refogada,-,Maçã,-,PÃO E CAFÉ,Contém glúten na polenta cremosa. Não contém lactose.
2021-11-03,ARROZ E FEIJÃO,Linguiça de frango,Abobrinha refogada,-,Bolinho recheado sabor brigadeiro.,-,PÃO E CAFÉ,Contém glúten no Bolinho recheado sabor brigadeiro. Contém lactose no Bolinho recheado sabor brigadeiro.
2021-11-04,ARROZ E FEIJÃO,Bisteca suína grelhada acebolada,Macarrão com vagem ao sugo,-,Maçã,-,PÃO E CAFÉ,Contém glúten no Macarrão com vagem ao sugo. Não contém lactose.
2021-11-05,ARROZ E FEIJÃO,Strogonoff de frango,Chuchu refogado,-,Laranja,-,PÃO E CAFÉ,Não contém glúten. Contém lactose no Strogonoff de frango.
2021-11-08,ARROZ E FEIJÃO,Bife ao molho de mostarda e ervilha,Batata doce,-,Maçã,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2021-11-09,ARROZ E FEIJÃO,Pernil suíno desfiado com tomate e azeitona preta.,Farofa,-,Doce de batata doce,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2021-11-10,ARROZ E FEIJÃO,Bife acebolado,Cenoura refogada,-,Laranja,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2021-11-11,ARROZ E FEIJÃO,Frango assado,Macarrão ao sugo,-,Iogurte sabor morango,-,PÃO E CAFÉ,Contém glúten no Macarrão ao sugo. Contém lactose no Iogurte sabor morango.
2021-11-12,ARROZ E FEIJÃO,Lagarto ao molho inglês,Polenta cremosa,-,Maçã,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2021-11-16,ARROZ E FEIJÃO,Nuggets assado,Creme de milho,Almeirão,Maçã,-,PÃO E CAFÉ,Contém glúten no nuggets. Contém lactose no creme de milho.
2021-11-17,ARROZ E FEIJÃO,Paleta suína grelhada acebolada,Purê de mandioca,Almeirão,Banana,-,PÃO E CAFÉ,Não contém glúten. Contém lactose no Purê de mandioca.
2021-11-18,ARROZ E FEIJÃO,Isca de frango com milho,Farofa,Alface lisa e agrião,Maçã,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2021-11-19,ARROZ E FEIJÃO,Bife ao molho azeitona,Purê de mandioca,Salada mista verde,Laranja,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2021-11-22,ARROZ E FEIJÃO,Paleta suína grelhada acebolada,Macarrão ao sugo,Almeirão,Laranja,-,PÃO E CAFÉ,contém glúten no Macarrão ao sugo. Não contém lactose.
2021-11-23,ARROZ E FEIJÃO,Bife ao molho de ervilha,Polenta cremosa,Alface crespa,Maçã,-,PÃO E CAFÉ,Cntém glúten na Polenta cremosa. Não contém lactose.
2021-11-24,ARROZ E FEIJÃO,Frango assado,Creme de milho,Tomate,Banana,-,PÃO E CAFÉ,Não contém glúten. Contém lactose no Creme de milho.
2021-11-25,ARROZ E FEIJÃO,Linguiça toscana assada,Escarola refogada,Alface,Laranja,-,PÃO E CAFÉ,Não contem gluten. Não contem lactose.
2021-11-26,ARROZ E FEIJÃO,Bisteca suína grelhada,Polenta cremosa,Agrião,Iogurte sabor morango,-,PÃO E CAFÉ,Contém glúten na polenta cremosa. Contém lactose no iogurte sabor morango.
2021-11-29,ARROZ E FEIJÃO,"Carne moída com azeitona verde, palmito e tomate molho",Macarrão ao molho rosê,Almeirão e agrião,Maçã,-,PÃO E CAFÉ,Contém glúten e lactose no Macarrão ao molho rosê.
2021-11-30,ARROZ E FEIJÃO,Linguiça toscana assada,Batata refogada,Cenoura ralada,Banana,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2021-12-01,ARROZ E FEIJÃO,Frango assado,Macarrão ao sugo,Tomate,Maçã,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2021-12-02,ARROZ E FEIJÃO,Bife ao molho mostarda,Creme de ervilha,Couve,Laranja,-,PÃO E CAFÉ,Não contém glúten. Contém lactose no creme de ervilha.
2021-12-03,ARROZ E FEIJÃO,"Pernil suíno desfiado com tomate, azeitona preta e palmito",Batata palha,Beterraba ralada,Maçã,-,PÃO E CAFÉ,Contém glúten na batata palha. Não contém lactose.
2021-12-06,ARROZ E FEIJÃO,Quibe assado,Batata refogada,Couve,Laranja,-,PÃO E CAFÉ,Contém glúten no quibe assado. Não contém lactose.
2021-12-07,ARROZ E FEIJÃO,Frango assado,Creme de palmito,Escarola,Banana,-,PÃO E CAFÉ,Não contém glúten. Contém lactose no creme de palmito.
2021-12-08,ARROZ E FEIJÃO,"Carne moída com azeitona verde, palmito e tomate",Macarrão ao molho rosê,Tomate,Maçã,-,PÃO E CAFÉ,Contém glúten no Macarrão ao molho rosê. Não contém lactose.
2021-12-09,ARROZ E FEIJÃO,Strogonoff de frango,Batata palha,Escarola,Laranja,-,PÃO E CAFÉ,Não contém glúten. Contém lactose no Strogonoff de frango.
2021-12-10,ARROZ E FEIJÃO,Bisteca suína ao vinagrete quente,Abobrinha e palmito refogados,Vianagrete,Barrinha de cereal,-,PÃO E CAFÉ,Contém glúten e lactose na Barrinha de cereal.
2021-12-13,ARROZ E FEIJÃO,Linguiça de frango assada,Batata refogada com azeitonas,Escarola,Maçã,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2021-12-14,ARROZ E FEIJÃO,Carne moída com abóbora japonesa,Chuchu com vagem refogados,Abobrinha ralada,Banana,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2021-12-15,ARROZ E FEIJÃO,Frango assado,Creme de espinafre,Couve,Maçã,-,PÃO E CAFÉ,Não contém glúten. Contém lactose no Creme de espinafre.
2021-12-16,ARROZ E FEIJÃO,Paleta suína grelhada acebolada,Chuchu refogado,Escarola,Laranja,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2021-12-17,ARROZ E FEIJÃO,Carne assada ao molho inglês,"Macarrão com brócolis, palmito e espinagre",Acelga,Maçã,-,PÃO E CAFÉ,"Contém glúten glúten no Macarrão com brócolis, palmito e espinagre. Não contém lactose."
2021-12-21,ARROZ E FEIJÃO,"Pernil suíno desfiado com tomate, azeitona preta e milho",Polenta cremosa,Cenoura ralada,Banana,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2021-12-22,ARROZ E FEIJÃO,Carne assada ao molho inglês,Creme de palmito,Abobrinha ralada,Maçã,-,PÃO E CAFÉ,Não contém glúten. Contém lactose no creme de palmito.
2022-01-03,ARROZ E FEIJÃO,Quibe assado,Creme de milho,Couve,Maçã,----,PÃO E CAFÉ,Não contém glúten. Contém lactose no creme de milho.
2022-01-04,ARROZ E FEIJÃO,Frango assado,Purê de batata,Abobrinha ralada,Banana nanica,-,PÃO E CAFÉ,Não contém glúten. Contém lactose no purê de batata.
2022-01-05,ARROZ E FEIJÃO,Carne moída com legumes,Polenta cremosa,Alface com agrião,Maçã,-,PÃO E CAFÉ,Contém glúten na polenta cremosa. Não contém lactose.
2022-01-06,ARROZ E FEIJÃO,Bisteca suína acebolada,Batata refogada,Repolho liso com cenoura (COTIL) / Alface (FCA),Maçã,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-01-07,ARROZ E FEIJÃO,Carne assada ao molho shoyo,Abobrinha refogada,Mista,Maçã,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-01-10,ARROZ E FEIJÃO,Linguiça toscana assada,Purê misto (mandioca e mandioquinha),Beterraba ralada,Maçã,-,PÃO E CAFÉ,Não contém glúten. Contém lactose no purê misto.
2022-01-11,ARROZ E FEIJÃO,Paleta suína grelhada com mandioca,Berinjela refogada,Abobrinha ralada COTIL / couve FCA,Banana nanica COTIL / maçã FCA,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-01-12,ARROZ E FEIJÃO,Frango assado,Legumes refogados,Couve,Maçã,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-01-13,ARROZ E FEIJÃO,Bife com milho verde,Legumes refogados,Acelga,Maçã,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-01-18,ARROZ E FEIJÃO,Frango assado,Abóbora refogada,Couve,Maçã,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-01-19,ARROZ E FEIJÃO,Bife ao molho shoyo,Batata refogada,Abobrinha ralada,Laranja pera,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-01-20,ARROZ E FEIJÃO,Paleta suína assada,Repolho refogado,Beterraba ralada,Maçã,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-01-21,ARROZ E FEIJÃO,Linguiça de frango,Couve refogada,Beterraba ralada (FCA) / Escarola com repolho (COTIL),Maçã,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-01-27,ARROZ E FEIJÃO,Bife ao molho de mostarda,Macarrão ao alho e óleo,Mista verde,Banana nanica,-,PÃO E CAFÉ,Contém glúten no macarrão ao alho e óleo. Não contém lactose.
2022-02-01,ARROZ E FEIJÃO,Frango assado,Legumes refogados,Quiabo refogado,Laranja pera,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-02-15,ARROZ E FEIJÃO,Carne moída com azeitona,Mandioca com orégano,Mista (acelga/alface/repolho/tomate),Laranja pera (Campus I) e Maçã (Campus II),-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-02-16,ARROZ E FEIJÃO,Strogonoff de frango,Repolho refogado,Beterraba ralada,Maçã (Campus I) e Laranja (Campus II),-,PÃO E CAFÉ,Não contém glúten. Contém lactose no strogonoff.
2022-02-17,ARROZ E FEIJÃO,Pernil desfiado com tomate,Mandioca com batata e salsa,Beterraba ralada,Iogurte,-,PÃO E CAFÉ,Não contém glúten. Contém lactose no iogurte.
2022-02-18,ARROZ E FEIJÃO,Paleta suína acebolada,Macarrão ao sugo,Abobrinha ralada,Laranja,-,PÃO E CAFÉ,Contém glúten no macarrão. Não contém lactose.
2022-02-21,ARROZ E FEIJÃO,Bife ao molho de azeitona,Abobrinha brasileira com vagem refogada,Escarola,Maçã (Campus I) e Laranja (Campus II),-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-02-22,ARROZ E FEIJÃO,Frango assado,Polenta cremosa,Alface crespa com repolho,Laranja,-,PÃO E CAFÉ,Contém glúten na polenta cremosa. Não contém lactose.
2022-02-23,ARROZ E FEIJÃO,Carne moída com azeitona,Seleta de legumes,Tomate,Banana nanica,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-02-24,ARROZ E FEIJÃO,Bisteca suína acebolada,Quibebe,Abobrinha ralada,Laranja,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-02-25,ARROZ E FEIJÃO,Carne assada ao molho madeira,Farofa,Tomate,Maçã,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-03-03,ARROZ E FEIJÃO,Almôndegas ao sugo,Abobrinha refogada,Tomate,Maçã,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-03-04,ARROZ E FEIJÃO,Carne assada ao molho madeira,Berinjela refogada,Abobrinha e cenoura raladas,Banana (Campus I) e Maçã (Campus II),-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-03-07,ARROZ E FEIJÃO,"Isca de carne com cebola, tomate e azeitona",Berinjela refogada,Tomate,Maçã,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-03-08,ARROZ E FEIJÃO,Strogonoff de frango,Batata refogada Campus I / Berinjela refogada Campus II,Beterraba ralada,Laranja,-,PÃO E CAFÉ,Não contém glúten. Contém lactose no strogonoff de frango.
2022-03-09,ARROZ E FEIJÃO,Quibe assado,Creme de palmito,Alface crespa,Laranja,-,PÃO E CAFÉ,Contém glúten no quibe assado. Contém lactose no creme de palmito.
2022-03-10,ARROZ E FEIJÃO,Paleta suína acebolada,Repolho refogado,Alface crespa,Banana,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-03-11,ARROZ E FEIJÃO,Carne moída com batata doce e tomate,Quiabo refogado,Alface crespa,Maçã,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-03-14,ARROZ E FEIJÃO,Almôndega ao sugo,Farofa de legumes,Couve,Maçã,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-03-15,ARROZ E FEIJÃO,"Bife ao molho de ervilha, cenoura e tomate",Chuchu refogado,Repolho liso,Laranja,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-03-16,ARROZ E FEIJÃO,"Isca de frango com abobrinha, tomate e azeitona verde",Batata refogada,Alface crespa,Maçã,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-03-17,ARROZ E FEIJÃO,Bisteca suína assada ao molho shoyo,Batata doce refogada,Escarola,-,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-03-18,ARROZ E FEIJÃO,"Pernil desfiado com cenoura, azeitona preta e tomate",Berinjela de forno,Alface crespa,-,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-03-21,ARROZ E FEIJÃO,Carne em cubos com legumes,Chuchu refogado,Alface crespa,-,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-03-22,ARROZ E FEIJÃO,Pernil desfiado com azeitona preta e tomate,Batata refogada,Agrião,-,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-03-23,ARROZ E FEIJÃO,Linguiça assada,Chuchu refogado,Couve,-,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-03-24,ARROZ E FEIJÃO,Frango assado,Creme de ervilha,Beterraba ralada,-,-,PÃO E CAFÉ,Não contém glúten. Contém lactose no creme de ervilha.
2022-03-25,ARROZ E FEIJÃO,Bisteca suína,Chuchu refogado,Repolho liso,-,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-03-28,ARROZ E FEIJÃO,Carne moída,Chuchu refogado,Tomate,-,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-03-29,ARROZ E FEIJÃO,Salsicha em molho,Acelga refogada,Couve,-,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-03-30,ARROZ E FEIJÃO,Bisteca suína acebolada,Berinjela de forno,Beterraba ralada,-,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-03-31,ARROZ E FEIJÃO,Frango assado,Macarrão integral ao alho e óleo,Couve,-,-,PÃO E CAFÉ,Contém glúten no macarrão integral ao alho e óleo. Não contém lactose.
2022-04-01,ARROZ E FEIJÃO,Linguiça assada,Couve refogada,Alface crespa,-,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-04-04,ARROZ E FEIJÃO,Almôndega,Macarrão ao alho e óleo (Campus I) e Acelga refogada (Campus II),Acelga (Campus I) e Beterraba ralada (Campus II),-,-,PÃO E CAFÉ,Contém glúten na almôndega e macarrão ao alho e óleo. Contém lactose na almôndega.
2022-04-05,ARROZ E FEIJÃO,Isca de frango cremosa,Mandioca refogada,Quiabo,-,-,PÃO E CAFÉ,Não contém glúten. Contém lactose na isca de frango cremosa.
2022-04-06,ARROZ E FEIJÃO,Isca de carne (Campus I) e Bife (Campus II),-,Chuchu,-,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-04-07,ARROZ E FEIJÃO,Bisteca suína assada,-,Chuchu,-,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-04-08,ARROZ E FEIJÃO,Nuggets de frango assado,Purê de batata,Tomate,-,-,PÃO E CAFÉ,Contém glúten no nuggets de frango assado. Contém lactose no purê de batata.
2022-04-11,ARROZ E FEIJÃO,Bife,Batata refogada,Tomate,-,-,PÃO E CAFÉ,Não contém glúten. Não contém lactose.
2022-04-12,ARROZ E FEIJÃO,Frango assado,Purê de batata,-,-,-,PÃO E CAFÉ,Contém glúten no purê de batata. Contém lactose no purê de batata.
2022-04-13,ARROZ E FEIJÃO,Paleta suína,Purê de batata,Tomate,-,-,PÃO E CAFÉ,Contém glúten no purê de batata. Contém lactose no purê de batata.
2022-04-18,ARROZ E FEIJÃO,Almôndega assada,Batata refogada,Tomate,-,-,PÃO E CAFÉ,Contém glúten na almôndega assada. Contém lactose na almôndega assada.
2022-04-19,ARROZ E FEIJÃO,Bife,Purê de batata,Tomate,-,-,PÃO E CAFÉ,Contém glúten no purê de batata. Contém lactose no purê de batata.
2022-04-20,ARROZ E FEIJÃO,Isca de frango ao molho rosé,Batata refogada,Tomate,Ponkan,-,PÃO E CAFÉ,Contém glúten na isca de frango. Contém lactose na isca de frango.
2022-04-25,ARROZ E FEIJÃO,Linguiça assada ao vinagrete,Chuchu e cenoura refogados,Alface lisa,Bolinho de chocolate,-,PÃO E CAFÉ,Contém glúten no bolinho de chocolate. Contém lactose no bolinho de chocolate.
